"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"보물섬어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 신갈마로 46 103동 102호 (내동, 롯데아파트)",042-532-6355,,,,4,Y,,2019-02-22
"보배어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저북로 52 108동 102호 (관저동, 대자연마을아파트)",042-544-9809,,,,5,Y,,2019-02-22
"봉산어린이집",대전광역시,서구,민간,45,12,대전광역시 서구 신갈마로211번안길 86 (갈마동),042-522-1103,,,,6,Y,,2019-02-22
"브니엘어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 복수서로 50 103동 101호 (복수동,삼익목화아파트)",042-585-2200,,,,5,N,,2019-02-22
"비비창의어린이집",대전광역시,서구,민간,66,10,대전광역시 서구 변동서로12번길 52 (변동),042-533-7313,,,,8,Y,,2019-02-22
"비젼어린이집",대전광역시,서구,협동,39,4,대전광역시 서구 유등로 489,042-824-1258,,,,4,Y,,2019-02-22
"비파어린이집",대전광역시,서구,가정,15,3,대전광역시 서구 중반2길 29 (변동),042-535-4391,,,,3,N,,2019-02-22
"빛나어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 관저로 51 508동 103호 (관저동, 구봉마을5단지)",042-544-5253,,,,4,Y,,2019-02-22
"뿌리랑새싹어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저로 84 812동 104호 (관저동, 구봉마을8단지)",042-544-2467,,,,4,Y,,2019-02-22
"사과나무어린이집",대전광역시,서구,민간,62,11,대전광역시 서구 괴정로149번길 47 (용문동),042-527-8004,,,,14,Y,,2019-02-22
"사랑가득어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도안동로 183 1503동 103호 (도안동, 도안아이파크)",042-542-5054,,,,4,N,,2019-02-22
"사랑꽃어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 복수동로 21-20 204동 102호 (복수동, 초록마을2단지아파트)",042-364-5325,,,,4,N,,2019-02-22
"사랑나무숲어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 대덕대로 150 108동 109호 (갈마동, 큰마을아파트)",042-533-3993,,,,4,N,,2019-02-22
"사랑별어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 가장로 107 202동 101호 (가장동, 삼성래미안아파트)",042-369-3869,,,,4,Y,,2019-02-22
"사랑샘어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 신갈마로 46 118동 104호 (내동, 롯데아파트)",042-527-6286,,,,4,Y,,2019-02-22
"사랑숲어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 도안동로 123 1702동 103호 (도안동, 도안리슈빌아파트)",042-546-3377,,,,4,N,,2019-02-22
"사랑어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 가수원로 98 3동 101호 (가수원동, 계룡아파트)",042-542-4908,,,,4,Y,,2019-02-22
"사랑해요어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 관저로 51 513동 106호 (관저동, 구봉마을5단지)",042-542-0782,,,,4,Y,,2019-02-22
"사회복지법인혜성어린이집",대전광역시,서구,사회복지법인,61,17,대전광역시 서구 도학2길 21 (도마동),042-538-7942,,,,16,Y,,2019-02-22
"산토끼어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 대덕대로 150 111동 105호 (갈마동, 큰마을아파트)",042-533-2563,,,,4,N,,2019-02-22
"삼성어린이집",대전광역시,서구,민간,139,24,대전광역시 서구 용화5길 63 (도마동),042-525-8440,,,,18,Y,,2019-02-22
"상아아이뜰어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 대덕대로 415 105동 102호 (만년동, 상아아파트)",042-485-4150,,,,4,N,,2019-02-22
"새롬어린이집",대전광역시,서구,민간,33,9,"대전광역시 서구 관저북로 80 복지관 내 (관저동, 원앙마을2단지아파트)",042-545-4403,,,,4,Y,,2019-02-22
"새물내어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 복수중로 30 102동 103호 (복수동, 오량마을마루미아파트)",042-581-3827,,,,4,N,,2019-02-22
"새봄어린이집",대전광역시,서구,민간,43,6,대전광역시 서구 계룡로662번길 48 (용문동),042-537-1123,,,,8,Y,,2019-02-22
"새솔어린이집",대전광역시,서구,민간,89,12,대전광역시 서구 가수원로65번길 18 (가수원동),042-381-0079,,,,9,Y,,2019-02-22
"새싹어린이집",대전광역시,서구,민간,89,15,대전광역시 서구 용문로 113 (용문동),042-533-9208,,,,15,Y,,2019-02-22
"새친구어린이집",대전광역시,서구,가정,20,2,"대전광역시 서구 월평동로 45 108동 105호 (월평동, 진달래아파트)",042-487-2320,,,,4,N,,2019-02-22
"새하늘어린이집",대전광역시,서구,민간,39,6,대전광역시 서구 괴정로54번길 6 (괴정동),042-528-6111,,,,5,Y,,2019-02-22
"샘머리아이자람어린이집",대전광역시,서구,가정,20,9,"대전광역시 서구 청사로 281 215동 101호 (둔산동, 샘머리아파트2단지)",042-485-1248,,,,4,N,,2019-02-22
"샘머리어린이집",대전광역시,서구,민간,52,11,"대전광역시 서구 청사로 281 관리사무소 1층 (둔산동,샘머리아파트2단지)",042-483-1020,,,,5,N,,2019-02-22
"샘사랑어린이집",대전광역시,서구,가정,12,5,"대전광역시 서구 관저북로 14 404동 101호 (관저동, 원앙마을4단지아파트)",042-535-2261,,,,3,N,,2019-02-22
"샘솟는어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 77 1808동 103호 (도안동, 도안18단지 린 풀하우스)",042-545-5222,,,,4,N,,2019-02-22
"샘이나어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저북로 52 104동 106호 (관저동, 대자연마을아파트)",042-545-1635,,,,4,Y,,2019-02-22
"샛별어린이집",대전광역시,서구,가정,18,6,"대전광역시 서구 둔산로 201 101동 102호 (둔산동, 국화아파트)",042-488-1088,,,,4,Y,,2019-02-22
"생각쑥쑥어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 관저로 51 502동 105호 (관저동, 구봉마을5단지)",042-545-4613,,,,4,Y,,2019-02-22
"생각쟁이어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 배재로91번길 38-22 1동 108호 (도마동, 양지타운아파트)",042-533-6039,,,,4,Y,,2019-02-22
"샤론어린이집",대전광역시,서구,민간,26,6,"대전광역시 서구 관저로 84 관리소내 (관저동, 구봉마을 8-2단지)",042-544-7002,,,,2,N,,2019-02-22
"샬롬어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 문정로90번길 60 109동 104호 (탄방동, 한우리아파트)",042-482-6622,,,,4,Y,,2019-02-22
"서구그린어린이집",대전광역시,서구,사회복지법인,97,12,대전광역시 서구 갈마중로8번길 23 (갈마동),042-524-3284,,,,8,Y,,2019-02-22
"서구청직장어린이집",대전광역시,서구,직장,62,14,대전광역시 서구 둔산서로 100 서구청사내 (둔산동),042-471-7056,,,,6,N,,2019-02-22
"서대전어린이집",대전광역시,서구,사회복지법인,68,15,대전광역시 서구 계룡로562번길 18 (괴정동),042-533-1517,,,,16,Y,,2019-02-22
"서비스탑도담어린이집",대전광역시,서구,직장,54,12,"대전광역시 서구 문정로 41 (탄방동, SK텔레콤빌딩 3층)",070-7842-9915,,,,13,N,,2019-02-22
"서우아이꿈어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도산로370번길 55 101동 101호 (용문동, 서우아파트)",042-524-7982,,,,4,N,,2019-02-22
"서원어린이집",대전광역시,서구,가정,18,5,"대전광역시 서구 청사로 254 102동 102호 (둔산동, 둥지아파트)",042-488-0373,,,,4,N,,2019-02-22
"선정어린이집",대전광역시,서구,민간,46,5,대전광역시 서구 변동중로45번길 42 (변동),042-487-1404,,,,8,Y,,2019-02-22
"소리빛어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 청사로 281 206동 104호 (둔산동, 샘머리아파트2단지)",042-369-7165,,,,4,Y,,2019-02-22
"소망어린이집",대전광역시,서구,사회복지법인,59,15,대전광역시 서구 동서대로1030번길 5-4 (내동),042-533-1303,,,,12,Y,,2019-02-22
"소야어린이집",대전광역시,서구,사회복지법인,79,16,대전광역시 서구 유등로43번길 6-13 (복수동),042-584-2662,,,,16,Y,,2019-02-22
"소엽영재어린이집",대전광역시,서구,민간,29,5,대전광역시 서구 제비네1길 104 (도마동),042-535-4533,,,,4,Y,,2019-02-22
"소윤어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저로 84 811동 104호 (관저동, 구봉마을8단지)",042-541-1003,,,,4,N,,2019-02-22
"소화어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사서로 65 101동 107호 (월평동, 한아름아파트)",042-485-6193,,,,4,Y,,2019-02-22
"수목토어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도안동로 177 114동 102호 (도안동, 수목토아파트)",042-585-4691,,,,4,N,,2019-02-22
"수정어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 청사로 282 14동 108호 (둔산동, 수정타운아파트)",042-328-1080,,,,5,Y,,2019-02-22
"숲속나라어린이집",대전광역시,서구,민간,98,10,대전광역시 서구 유등로 5 (복수동),042-582-7959,,,,16,Y,,2019-02-22
"숲속어린이집",대전광역시,서구,가정,18,4,"대전광역시 서구 복수서로 10 3동 101호 (복수동, 계룡아파트)",042-585-2135,,,,3,N,,2019-02-22
"숲속자연어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 대덕대로 150 122동 101호 (갈마동, 큰마을아파트)",042-537-8442,,,,4,N,,2019-02-22
"숲속프뢰벨어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 둔산남로 15 109동 102호 (둔산동, 은하수아파트)",042-472-0866,,,,4,N,,2019-02-22
"숲으로어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림로 55 116동 103호 (정림동, 우성아파트)",042-584-2766,,,,5,Y,,2019-02-22
"숲자람어린이집",대전광역시,서구,민간,39,5,대전광역시 서구 갈마중로38번길 20 (갈마동),042-534-7991,,,,5,Y,,2019-02-22
"슈퍼맨어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 관저로 84 806동 105호 (관저동, 구봉마을8단지)",042-361-3536,,,,4,N,,2019-02-22
"스마일어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 대덕대로 150 109동 107호 (갈마동, 큰마을아파트)",042-524-3315,,,,4,Y,,2019-02-22
"슬바아어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산로 201 202동 106호 (둔산동, 국화아파트)",042-485-7736,,,,5,N,,2019-02-22
"시우어린이집",대전광역시,서구,민간,39,5,대전광역시 서구 괴정로 98 (괴정동),042-527-3868,,,,6,N,,2019-02-22
"신난다어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 갈마로103번길 36 3동 101호 (갈마동, 쌍용아파트)",042-523-2267,,,,4,N,,2019-02-22
"신바람어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 정림로 55 116동 105호 (정림동, 우성아파트)",042-365-8500,,,,5,Y,,2019-02-22
"싱글벙글어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저로 48 703동 104호 (관저동, 구봉마을7단지)",042-542-0785,,,,4,N,,2019-02-22
"쎄쎄쎄어린이집",대전광역시,서구,가정,15,2,"대전광역시 서구 갈마로 262 110동 103호 (내동, 맑은아침아파트)",042-527-0805,,,,4,Y,,2019-02-22
"아가랑어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 계룡로536번길 9 106동 103호 (괴정동,한신아파트)",042-369-2300,,,,4,Y,,2019-02-22
"아가별어린이집",대전광역시,서구,가정,20,5,대전광역시 서구 괴정로11번길 60-6 (갈마동),042-534-1616,,,,4,Y,,2019-02-22
"아기뜰어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저북로 14 408동 101호 (관저동, 원앙마을4단지아파트)",042-841-4610,,,,4,Y,,2019-02-22
"아기별어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저북로 80 207동 103호 (관저동, 원앙마을2단지아파트)",042-545-5677,,,,4,N,,2019-02-22
"아기천사어린이집",대전광역시,서구,가정,19,4,"대전광역시 서구 갈마로 262 113동 106호 (내동, 맑은아침아파트)",042-523-1615,,,,4,N,,2019-02-22
"아기코끼리어린이집",대전광역시,서구,가정,19,8,"대전광역시 서구 가수원로 106 303동 101호 (가수원동, 은아아파트3단지)",042-544-2002,,,,4,N,,2019-02-22
"아띠굿맘어린이집",대전광역시,서구,가정,18,7,"대전광역시 서구 대덕대로 150 103동 101호 (갈마동, 큰마을아파트)",042-527-4315,,,,4,N,,2019-02-22
"아띠어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 77 1806동 101호 (가수원동, 도안18단지 린 풀하우스)",042-543-2260,,,,4,N,,2019-02-22
"아름드리어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 계룡로571번길 65 101동 101호 (탄방동, 산호아파트)",042-488-4105,,,,4,Y,,2019-02-22
"아리솔어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산로 201 306동 105호 (둔산동, 국화아파트)",042-482-5261,,,,5,N,,2019-02-22
"아이굿맘어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림서로 162-15 126동 105호 (정림동, 우성아파트)",042-582-3100,,,,5,Y,,2019-02-22
"아이꿈영재어린이집",대전광역시,서구,민간,65,9,대전광역시 서구 복수남로12번길 28 (복수동),042-582-6791,,,,12,Y,,2019-02-22
"아이동그라미어린이집",대전광역시,서구,가정,20,3,"대전광역시 서구 둔산북로 175 7동 101호 (둔산동, 햇님아파트)",042-384-1203,,,,4,N,,2019-02-22
"아이들세상어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 청사로 282 16동 101호 (둔산동, 수정타운아파트)",042-483-4065,,,,4,Y,,2019-02-22
"아이들어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 월평동로 83 102동 102호 (월평동, 다모아아파트)",042-488-1617,,,,4,N,,2019-02-22
"아이뜰동산어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 갈마중로7번길 42 5동 102호 (갈마동, 동산아파트)",042-361-0056,,,,4,Y,,2019-02-22
"아이뜰어린이집",대전광역시,서구,민간,75,9,대전광역시 서구 복수남로36번길 42 (복수동),042-582-5211,,,,8,Y,,2019-02-22
"아이랑어린이집",대전광역시,서구,가정,18,6,"대전광역시 서구 청사로 254 105동 106호 (둔산동, 둥지아파트)",042-482-2548,,,,4,Y,,2019-02-22
"아이러브어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 83 206동 104호 (관저동, 신선마을아파트)",042-369-0718,,,,7,Y,,2019-02-22
"아이린어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 51 501동 101호 (관저동, 구봉마을5단지)",042-545-5319,,,,4,N,,2019-02-22
"아이맘어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 관저로 51 505동 101호 (관저동, 구봉마을5단지)",042-384-1102,,,,4,Y,,2019-02-22
"아이미래어린이집",대전광역시,서구,민간,32,8,대전광역시 서구 계룡로394번길 9 (갈마동),042-531-2494,,,,6,Y,,2019-02-22
"아이미소어린이집",대전광역시,서구,민간,99,13,대전광역시 서구 정림로24번길 83 (정림동),042-581-6988,,,,10,Y,,2019-02-22
"아이별어린이집",대전광역시,서구,가정,15,7,"대전광역시 서구 둔산남로 15 110동 104호 (둔산동, 은하수아파트)",042-488-5226,,,,4,N,,2019-02-22
"아이사랑어린이집",대전광역시,서구,가정,14,3,"대전광역시 서구 만년로 45 105동 106호 (만년동, 초원아파트)",042-487-3788,,,,4,N,,2019-02-22
"아이샘어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 구봉산북로 165 311동 104호 (관저동, 다온숲아파트)",042-543-7743,,,,4,N,,2019-02-22
"아이세상어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 청사로 65 111동 107호 (월평동, 황실타운아파트)",042-472-7428,,,,4,N,,2019-02-22
"아이솔어린이집",대전광역시,서구,민간,46,11,대전광역시 서구 도산로213번길 32 (변동),042-526-0009,,,,8,Y,,2019-02-22
"아이숲어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도산로370번길 55 102동 110호 (용문동, 서우아파트)",042-535-4929,,,,5,N,,2019-02-22
"아이앤아이어린이집",대전광역시,서구,가정,18,6,"대전광역시 서구 월평동로 45 109동 105호 (월평동, 진달래아파트)",042-486-0507,,,,4,N,,2019-02-22
"아이월드어린이집",대전광역시,서구,민간,64,13,대전광역시 서구 신갈마로155번길 33 (갈마동),042-527-7770,,,,11,Y,,2019-02-22
"아이자람어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 둔산로 15 110동 103호 (둔산동, 향촌아파트)",042-488-1486,,,,4,N,,2019-02-22
"아이조아어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림로 55 109동 103호 (정림동, 우성아파트)",042-382-2379,,,,4,Y,,2019-02-22
"아이좋은어린이집",대전광역시,서구,가정,19,7,"대전광역시 서구 계룡로571번길 65 103동 101호 (탄방동, 산호아파트)",042-471-1140,,,,4,Y,,2019-02-22
"아이짱굿맘어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 청사로 281 221동 103호 (둔산동, 샘머리아파트2단지)",042-478-7070,,,,4,N,,2019-02-22
"아이천사어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안북로 136 102동 101호 (도안동, 한라비발디아파트)",042-541-4487,,,,4,N,,2019-02-22
"알콩달콩어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저로 84 804동 103호 (관저동, 구봉마을8단지)",042-534-5539,,,,4,Y,,2019-02-22
"애플비어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림로 55 115동 103호 (정림동, 우성아파트)",042-587-6988,,,,5,Y,,2019-02-22
"야웨이레어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저북로 14 405동 101호 (관저동, 원앙마을4단지아파트)",042-544-6030,,,,4,N,,2019-02-22
"양지어린이집",대전광역시,서구,민간,32,5,대전광역시 서구 월평로 18 (월평동),042-484-0181,,,,4,Y,,2019-02-22
"어린왕자어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 신갈마로 102 307동 105호 (갈마동, 갈마아파트)",042-537-1137,,,,4,Y,,2019-02-22
"어반힐스어린이집",대전광역시,서구,민간,73,12,"대전광역시 서구 관저남로 80 (관저동,어반힐스)",042-365-2111,,,,7,N,,2019-02-22
"엄마품어린이집",대전광역시,서구,가정,15,7,"대전광역시 서구 관저북로 80 213동 101호 (관저동, 원앙마을2단지아파트)",042-382-4321,,,,4,N,,2019-02-22
"에바다어린이집",대전광역시,서구,민간,31,3,"대전광역시 서구 정림서로 162-18 관리사무소 1층 (정림동, 강변들보람아파트)",042-583-9989,,,,4,Y,,2019-02-22
"에코비예쁜미소어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 둔산로 15 112동 105호 (둔산동, 향촌아파트)",042-486-5740,,,,4,N,,2019-02-22
"엔젤궁어린이집",대전광역시,서구,가정,14,4,"대전광역시 서구 관저로 184 1201동 105호 (관저동, 느리울마을아파트12단지)",042-369-1407,,,,4,N,,2019-02-22
"연두아이누리어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 계룡로686번길 18 102동 103호 (용문동, 아이누리아파트)",042-525-3425,,,,4,N,,2019-02-22
"열매어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저로 48 702동 104호 (관저동, 구봉마을7단지)",042-362-7899,,,,4,N,,2019-02-22
"예그랑어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 관저로 83 213동 104호 (관저동, 신선마을아파트)",042-543-6007,,,,5,Y,,2019-02-22
"예꿈어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저북로 80 201동 101호 (관저동, 원앙마을)",042-544-5180,,,,4,N,,2019-02-22
"예꿈키즈어린이집",대전광역시,서구,민간,111,18,대전광역시 서구 유등로483번길 28 (용문동),042-527-7942,,,,11,Y,,2019-02-22
"예나어린이집",대전광역시,서구,민간,57,12,대전광역시 서구 도안동로 123 리슈빌아파트 관리동,042-545-2223,,,,6,N,,2019-02-22
"예닮어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 대덕대로 150 115동 106호 (갈마동, 큰마을아파트)",042-524-3346,,,,4,Y,,2019-02-22
"예랑어린이집",대전광역시,서구,민간,58,13,대전광역시 서구 도림6길 108 (도마동),042-526-7973,,,,8,Y,,2019-02-22
"예린어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 도안동로 77 1801동 104호 (도안동, 도안18단지 린 풀하우스)",042-542-1801,,,,4,Y,,2019-02-22
"예미지어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안북로 125 108동 105호 (도안동, 예미지아파트)",042-535-4277,,,,4,N,,2019-02-22
"예미지키즈어린이집",대전광역시,서구,민간,88,6,대전광역시 서구 관저중로 33 관저예미지 명가의풍경아파트 관리동,042-545-5675,,,,15,N,,2019-02-22
"예뻐뽀어린이집",대전광역시,서구,국공립,75,11,대전광역시 서구 복수동로87번길 29-9 (복수동),042-585-4479,,,,6,N,,2019-02-22
"예쁜꿈어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 관저동로90번길 47 1112동 101호 (관저동, 느리울마을아파트11단지)",042-545-5887,,,,4,Y,,2019-02-22
"예쁜무지개어린이집",대전광역시,서구,가정,19,4,"대전광역시 서구 갈마중로16번길 7 109호(갈마동, 한국도로공사조합아파트)",042-525-2809,,,,4,Y,,2019-02-22
"예쁜아이어린이집",대전광역시,서구,가정,20,8,대전광역시 서구 가수원중로 37 (가수원동),042-541-2739,,,,4,Y,,2019-02-22
"예쁜하늘어린이집",대전광역시,서구,가정,17,2,"대전광역시 서구 둔산남로 30 110동 106호 (둔산동, 녹원아파트)",042-482-1004,,,,4,N,,2019-02-22
"예솔어린이집",대전광역시,서구,민간,65,12,대전광역시 서구 계룡로509번길 31 (탄방동),042-488-8209,,,,5,Y,,2019-02-22
"예은어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 청사로 5 107동 105호 (월평동, 하나로아파트)",042-384-1213,,,,3,N,,2019-02-22
"예인어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 문정로10번길 39 103동 103호 (탄방동, 개나리아파트)",042-362-3925,,,,4,N,,2019-02-22
"예지어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 갈마로 262 106동 104호 (내동, 맑은아침아파트)",042-525-1006,,,,4,Y,,2019-02-22
"예찬어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 청사로 5 106동 101호 (월평동, 하나로아파트)",042-384-1215,,,,3,N,,2019-02-22
"오렌지어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 183 1509동 105호 (도안동, 도안아이파크)",042-542-3428,,,,4,N,,2019-02-22
"오른발왼발어린이집",대전광역시,서구,가정,11,6,"대전광역시 서구 관저북로 14 414동 102호 (관저동, 원앙마을4단지아파트)",042-544-1853,,,,3,N,,2019-02-22
"온누리어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사서로 41 103동 101호 (월평동, 백합아파트)",042-362-8482,,,,4,Y,,2019-02-22
"온새미로어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 83 208동 102호 (관저동, 신선마을아파트)",042-542-2500,,,,4,Y,,2019-02-22
"올리브어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산남로 30 101동 104호 (둔산동, 녹원아파트)",042-486-2234,,,,4,N,,2019-02-22
"완두콩어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 도안동로 177 105동 102호 (도안동, 수목토아파트)",042-542-5485,,,,4,N,,2019-02-22
"용문어린이집",대전광역시,서구,국공립,20,13,대전광역시 서구 계룡로 626-1 (용문동),042-537-0614,,,,8,Y,,2019-02-22
"우리들어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 월평동로 83 105동 105호 (월평동, 다모아아파트)",042-488-1627,,,,4,N,,2019-02-22
"우리어린이집",대전광역시,서구,민간,66,11,대전광역시 서구 괴정로 94-8 (괴정동),042-532-3355,,,,8,Y,,2019-02-22
"우리영재어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 관저서로 20 904동 103호 (관저동, 구봉마을9단지)",070-7640-8388,,,,3,N,,2019-02-22
"우미린도담도담어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 77 1804동 103호 (도안동, 도안18단지 린 풀하우스)",042-544-2279,,,,4,N,,2019-02-22
"우미린어린이집",대전광역시,서구,민간,53,10,대전광역시 서구 도안동로 77 도안18단지 린풀하우스아파트(도안동),042-542-0284,,,,5,N,,2019-02-22
"우미어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사로 281 214동 103호 (둔산동, 샘머리아파트2단지)",042-486-1189,,,,4,Y,,2019-02-22
"월평꿈나무어린이집",대전광역시,서구,가정,20,4,대전광역시 서구 월평로13번길 22 (월평동),042-487-0812,,,,5,Y,,2019-02-22
"월평새싹어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 계룡로264번길 4 106동 103호 (월평동, 월평타운)",042-534-5399,,,,4,Y,,2019-02-22
"월평어린이집",대전광역시,서구,국공립,60,14,"대전광역시 서구 월평북로 11 , 월평종합사회복지관 1층 (월평동, 주공3단지아파트)",042-484-6740,,,,11,N,,2019-02-22
"유명어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 관저북로 52 102동 104호 (관저동, 대자연마을아파트)",042-544-1010,,,,4,Y,,2019-02-22
"은비까비어린이집",대전광역시,서구,민간,94,16,대전광역시 서구 도마11길 19 (도마동),042-535-8348,,,,13,Y,,2019-02-22
"은빛어린이집",대전광역시,서구,가정,16,4,"대전광역시 서구 청사로 282 8동 107호 (둔산동, 수정타운아파트)",042-476-7173,,,,3,N,,2019-02-22
"은샘어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 관저로 83 204동 103호 (관저동, 신선마을아파트)",042-385-5235,,,,4,Y,,2019-02-22
"은아꼬마숲어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 가수원로 106 302동 106호 (가수원동, 은아아파트3단지)",042-544-9311,,,,4,Y,,2019-02-22
"은아영재어린이집",대전광역시,서구,민간,99,16,대전광역시 서구 정림로77번길 51 (정림동),042-541-3637,,,,13,Y,,2019-02-22
"은하수어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 둔산남로 15 101동 103호 (둔산동, 은하수아파트)",042-485-0809,,,,4,Y,,2019-02-22
"이든샘어린이집",대전광역시,서구,가정,16,7,"대전광역시 서구 둔산남로 30 109동 106호 (둔산동, 녹원아파트)",042-384-5124,,,,4,Y,,2019-02-22
"이레어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 문정로 131 2동 101호 (탄방동, 공작한양아파트)",042-488-9676,,,,4,Y,,2019-02-22
"이비에스딩동댕어린이집",대전광역시,서구,민간,98,9,"대전광역시 서구 청사서로 70 (월평동, 무궁화아파트)",042-471-7751,,,,9,Y,,2019-02-22
"이비에스하늘어린이집",대전광역시,서구,민간,73,13,대전광역시 서구 들말2길 55 (가장동),042-525-3282,,,,13,Y,,2019-02-22
"이솝어린이집",대전광역시,서구,가정,20,10,"대전광역시 서구 청사로 281 213동 102호 (둔산동, 샘머리아파트2단지)",042-487-4412,,,,4,Y,,2019-02-22
"이큐어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 청사로 281 216동 102호 (둔산동, 샘머리아파트2단지)",042-369-3410,,,,4,N,,2019-02-22
"일곱색깔어린이집",대전광역시,서구,민간,78,14,대전광역시 서구 계룡로326번길 147 (갈마동),042-533-6264,,,,10,Y,,2019-02-22
