"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"성진어린이집",대전광역시,유성구,가정,19,5,"대전광역시 유성구 가정로 43 109동 103호(신성동, 한울아파트)",042-863-6747,,,,,Y,,2019-04-04
"성화숲어린이집",대전광역시,유성구,국공립,76,19,"대전광역시 유성구 봉명로 16 (원신흥동, 천년나무11단지 관리동)",042-822-4000,,,,,N,,2019-04-04
"성화어린이집",대전광역시,유성구,사회복지법인,49,15,대전광역시 유성구 유성대로783번길 55 (장대동),042-825-1622,,,,,N,,2019-04-04
"세실리아어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 은구비남로 56 908동 103호(노은동, 열매마을9단지아파트)",042-352-8479,,,,,N,,2019-04-04
"세종어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 유성대로 1741 107동 102호(전민동, 세종아파트)",042-864-5001,,,,,N,,2019-04-04
"세종해솔어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 유성대로 1741 110동 105호(전민동, 세종아파트)",042-864-3290,,,,,N,,2019-04-04
"소라실어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 지족로 317 102동 102호(지족동, 반석마을1단지아파트)",042-823-1203,,,,,Y,,2019-04-04
"소망어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 월드컵대로253번길 37 3동 106호(구암동, 초롱마을아파트)",042-825-9004,,,,,Y,,2019-04-04
"송강별어린이집",대전광역시,유성구,가정,19,3,대전광역시 유성구 봉산로46번길 23 (봉산동),042-931-0720,,,,,N,,2019-04-04
"송강어린이집",대전광역시,유성구,사회복지법인,213,26,대전광역시 유성구 봉산로 33 (송강동),042-934-1234,,,,,Y,,2019-04-04
"송림어린이집",대전광역시,유성구,민간,32,9,"대전광역시 유성구 노은로 358 (하기동, 송림마을4단지아파트 관리동)",042-824-0605,,,,,Y,,2019-04-04
"송이어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 배울2로 6 113동 104호(관평동, 테크노밸리1단지아파트)",042-361-5775,,,,,N,,2019-04-04
"수정어린이집",대전광역시,유성구,민간,30,4,"대전광역시 유성구 은구비남로 56 (노은동, 열매마을9단지아파트 관리동)",042-823-0985,,,,,N,,2019-04-04
"수피아어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 송림로 20 206동 102호(하기동, 송림마을2단지아파트)",042-254-1400,,,,,Y,,2019-04-04
"수호천사어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 반석서로 98 606동 104호(반석동, 반석마을6단지아파트)",042-823-3866,,,,,Y,,2019-04-04
"숲소리어린이집",대전광역시,유성구,가정,20,6,대전광역시 유성구 노은로410번길 104 (하기동),042-823-9876,,,,,Y,,2019-04-04
"숲속꼬마숲어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 배울1로 35 409동 101호(관평동, 테크노밸리4단지아파트)",042-934-4091,,,,,N,,2019-04-04
"숲으로어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 어은로 57 106동 104호(어은동, 한빛아파트)",042-382-0303,,,,,N,,2019-04-04
"스마일어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 어은로 57 112동 102호(어은동, 한빛아파트)",042-862-0867,,,,,N,,2019-04-04
"스마트시티어린이집",대전광역시,유성구,민간,22,4,"대전광역시 유성구 엑스포로123번길 65-38 (도룡동, 스마트시티)",042-861-3828,,,,,N,,2019-04-04
"신동아어린이집",대전광역시,유성구,민간,39,7,"대전광역시 유성구 배울2로 42 (관평동, 테크노밸리5단지아파트 관리동)",042-369-1234,,,,,N,,2019-04-04
"신성초록어린이집",대전광역시,유성구,가정,20,7,대전광역시 유성구 신성남로 107 (신성동),042-867-0577,,,,,Y,,2019-04-04
"신세대어린이집",대전광역시,유성구,사회복지법인,130,14,대전광역시 유성구 교촌로6번길 45-14 (교촌동),042-544-2500,,,,,Y,,2019-04-04
"신영어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 학하남로 10  211동 104호 (계산동, 오투그란데미학아파트)",042-825-3362,,,,,N,,2019-04-04
"썸머어린이집",대전광역시,유성구,가정,19,2,"대전광역시 유성구 어은로 57 123동 104호(어은동, 한빛아파트)",042-328-5718,,,,,N,,2019-04-04
"아가랑즐거운어린이집",대전광역시,유성구,가정,17,5,"대전광역시 유성구 대정로28번안길 80 206동 101호(대정동, 드리움2단지아파트)",042-364-7977,,,,,N,,2019-04-04
"아기둥지어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 노은로 353 302동 101호(하기동, 송림마을3단지아파트)",042-824-5475,,,,,Y,,2019-04-04
"아기별어린이집",대전광역시,유성구,가정,18,4,"대전광역시 유성구 가정로 43 103동 102호(신성동, 한울아파트)",042-864-3004,,,,,Y,,2019-04-04
"아기천사어린이집",대전광역시,유성구,가정,12,5,"대전광역시 유성구 진잠로42번길 88 204동 101호(원내동, 진잠타운아파트)",042-545-7150,,,,,N,,2019-04-04
"아띠해맑은어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 은구비남로 56 909동 105호(노은동, 열매마을9단지아파트)",042-823-7113,,,,,N,,2019-04-04
"아름솔어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 배울1로 13 204동 101호(관평동, 테크노밸리2단지아파트)",042-352-3001,,,,,Y,,2019-04-04
"아이꿈어린이집",대전광역시,유성구,가정,18,3,"대전광역시 유성구 대정로28번안길 80 204동 105호(대정동, 드리움2단지아파트)",042-545-0332,,,,,N,,2019-04-04
"아이꿈터어린이집",대전광역시,유성구,민간,35,8,대전광역시 유성구 신성남로 105 (신성동),042-864-0577,,,,,Y,,2019-04-04
"아이나래어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 송강로42번길 61 205동 103호 (송강동, 청솔아파트)",042-934-1279,,,,,N,,2019-04-04
"아이다움어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 은구비남로 56 904동 101호(노은동, 열매마을9단지아파트)",042-368-1212,,,,,Y,,2019-04-04
"아이뜰어린이집",대전광역시,유성구,민간,37,8,대전광역시 유성구 구즉로 16 (송강동),042-933-7455,,,,,Y,,2019-04-04
"아이랑어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 봉명로 93 606동 103호(봉명동, 도안휴먼시아6단지아파트)",042-368-3223,,,,,Y,,2019-04-04
"아이리베어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 와룡로136번길 15 111동 102호(봉산동, 하늘바람휴먼시아)",042-935-5144,,,,,N,,2019-04-04
"아이린어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 은구비남로 55 708동 101호(지족동, 열매마을7단지아파트)",042-352-3172,,,,,Y,,2019-04-04
"아이맘어린이집",대전광역시,유성구,가정,10,5,"대전광역시 유성구 진잠로42번길 88 104동 110호(원내동, 진잠타운아파트)",042-542-2126,,,,,Y,,2019-04-04
"아이미소어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 배울2로 61 1012동 103호(관평동, 테크노밸리10단지아파트)",042-936-7370,,,,,N,,2019-04-04
"아이사랑어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 어은로 57 116동 101호(어은동, 한빛아파트)",042-369-9171,,,,,N,,2019-04-04
"아이숲어린이집",대전광역시,유성구,민간,21,8,"대전광역시 유성구 덕명로 63 (덕명동, 하우스토리아파트 관리동)",042-822-8440,,,,,Y,,2019-04-04
"아이와나무어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 93 603동 103호(봉명동, 도안휴먼시아6단지아파트)",042-822-1568,,,,,Y,,2019-04-04
"아이자람어린이집",대전광역시,유성구,가정,18,5,"대전광역시 유성구 구즉로 16 113동 103호(송강동, 한마을아파트)",042-381-0802,,,,,N,,2019-04-04
"아이조아어린이집",대전광역시,유성구,가정,19,4,"대전광역시 유성구 어은로 57 121동 105호(어은동, 한빛아파트)",042-861-2141,,,,,N,,2019-04-04
"아이천사어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 은구비남로 55 703동 101호(지족동, 열매마을7단지아파트)",042-385-1243,,,,,N,,2019-04-04
"아이키즈어린이집",대전광역시,유성구,가정,20,3,"대전광역시 유성구 봉명로 94 704동 102호 (봉명동, 도안신도시7단지예미지백조의호수)",042-353-2337,,,,,N,,2019-04-04
"아해뜰어린이집",대전광역시,유성구,가정,20,5,대전광역시 유성구 노은서로 27 (노은동),042-476-8808,,,,,N,,2019-04-04
"알곡어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 동서대로 725 1204동 103호(원신흥동, 어울림하트아파트)",042-822-9143,,,,,N,,2019-04-04
"알짬어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 93 602동 101호(봉명동, 도안휴먼시아6단지아파트)",042-585-0020,,,,,Y,,2019-04-04
"애플키즈어린이집",대전광역시,유성구,가정,19,5,"대전광역시 유성구 노은로 416 510동 102호(하기동, 송림마을5단지)",042-364-1515,,,,,N,,2019-04-04
"애플트리어린이집",대전광역시,유성구,민간,39,8,"대전광역시 유성구 노은동로 219 (지족동, 열매마을3단지아파트 관리동)",042-482-6030,,,,,N,,2019-04-04
"앤서니어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 은구비남로 34 815동 104호(노은동, 열매마을8단지아파트)",042-825-9979,,,,,N,,2019-04-04
"앤스나무어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 상대로 16 510동 103호 (상대동, 트리풀시티5단지)",042-825-6200,,,,,N,,2019-04-04
"앨리스어린이집",대전광역시,유성구,가정,17,4,대전광역시 유성구 신성로61번길 42 (신성동),042-863-2915,,,,,Y,,2019-04-04
"양지마을어린이집",대전광역시,유성구,민간,26,5,"대전광역시 유성구 반석로 46 (반석동, 반석마을4단지 관리동)",042-822-8799,,,,,N,,2019-04-04
"양지어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 엑스포로 448 303동 102호(전민동, 엑스포아파트)",042-385-6054,,,,,N,,2019-04-04
"어울림어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 동서대로 725 1202동 102호(원신흥동, 어울림하트아파트)",042-364-3232,,,,,N,,2019-04-04
"어은키즈어린이집",대전광역시,유성구,가정,20,3,"대전광역시 유성구 어은로 57 138동 101호(어은동, 한빛아파트)",042-867-8461,,,,,N,,2019-04-04
"엄마사랑어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 유성대로 1741 109동 105호(전민동, 세종아파트)",042-861-5454,,,,,N,,2019-04-04
"연지원어린이집",대전광역시,유성구,민간,51,10,"대전광역시 유성구 상대로 16 (상대동, 도안신도시5블록트리풀시티아파트)",042-826-3356,,,,,N,,2019-04-04
"열매마을어린이집",대전광역시,유성구,민간,120,17,대전광역시 유성구 북유성대로155번길 35 (지족동),042-823-5673,,,,,Y,,2019-04-04
"영리더어린이집",대전광역시,유성구,국공립,94,17,대전광역시 유성구 원내로39번길 48 (원내동),042-543-4007,,,,,N,,2019-04-04
"영재어린이집",대전광역시,유성구,민간,34,7,대전광역시 유성구 전민로18번길 13 (전민동),042-861-0363,,,,,Y,,2019-04-04
"예그리나어린이집",대전광역시,유성구,가정,20,1,대전광역시 유성구 월드컵대로253번안길 16-6 (구암동),042-822-7975,,,,,N,,2019-04-04
"예꿈키즈어린이집",대전광역시,유성구,민간,47,0,대전광역시 유성구 신성로58번길 40 (신성동),042-864-3020,,,,,Y,,2019-04-04
"예다움어린이집",대전광역시,유성구,가정,19,5,"대전광역시 유성구 배울2로 3 809동 102호(관평동, 테크노밸리8단지아파트)",042-322-7912,,,,,N,,2019-04-04
"예다음어린이집",대전광역시,유성구,민간,41,10,"대전광역시 유성구 지족로 92 (지족동, 영무예다음아파트 관리동)",042-825-0061,,,,,N,,2019-04-04
"예랑어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 93 604동 101호(봉명동, 도안휴먼시아6단지아파트)",042-826-3507,,,,,Y,,2019-04-04
"예미지아이숲어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 94 금성백조예미지 709동 101호 (봉명동, 도안신도시7단지예미지백조의호수)",042-861-0111,,,,,N,,2019-04-04
"예쁜어린이집",대전광역시,유성구,가정,20,5,대전광역시 유성구 장대로 89 (장대동),042-822-8780,,,,,Y,,2019-04-04
"예사랑어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 송림로 13 105동 102호(하기동, 송림마을1단지아파트)",042-826-5052,,,,,Y,,2019-04-04
"예솔어린이집",대전광역시,유성구,민간,82,9,대전광역시 유성구 계룡로52번길 82 (구암동),042-822-2205,,,,,Y,,2019-04-04
"예슬어린이집",대전광역시,유성구,민간,38,7,"대전광역시 유성구 반석서로 109 (반석동, 반석마을7단지아파트 관리동)",042-826-7942,,,,,N,,2019-04-04
"온빛어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 도안동로 446 양우내안에레이크힐 1910동 101호 (원신흥동, 양우내안애)",042-862-4600,,,,,N,,2019-04-04
"요게벳어린이집",대전광역시,유성구,가정,19,7,"대전광역시 유성구 엑스포로 448 107동 108호(전민동, 엑스포아파트)",042-863-8413,,,,,N,,2019-04-04
"용비어린이집",대전광역시,유성구,협동,37,4,대전광역시 유성구 복용남로 43-12 101호 (복용동),042-826-6779,,,,,N,,2019-04-04
"우리꿈어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 구즉로 25 312동 101호(송강동, 송강그린아파트)",042-934-7989,,,,,N,,2019-04-04
"우리들어린이집",대전광역시,유성구,가정,18,1,"대전광역시 유성구 유성대로 1741 104동 102호(전민동, 세종아파트)",042-867-6385,,,,,N,,2019-04-04
"우리어린이집",대전광역시,유성구,직장,70,15,대전광역시 유성구 대학로 211 (어은동),042-611-2745,,,,,N,,2019-04-04
"우미어린이집",대전광역시,유성구,가정,19,5,"대전광역시 유성구 노은로 353 303동 102호(하기동, 송림마을3단지아파트)",042-826-7947,,,,,N,,2019-04-04
"운암새싹어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 배울2로 78 604동 102호(관평동, 테크노밸리6단지아파트)",042-382-3434,,,,,N,,2019-04-04
"원앤원어린이집",대전광역시,유성구,민간,74,11,대전광역시 유성구 진잠로102번길 49 (원내동),042-544-2988,,,,,Y,,2019-04-04
"위쯔키즈어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 엑스포로 448 210동 101호(전민동, 엑스포아파트)",042-369-3306,,,,,N,,2019-04-04
"유성봉명어린이집",대전광역시,유성구,민간,41,5,대전광역시 유성구 계룡로88번길 67 (봉명동),042-825-8338,,,,,Y,,2019-04-04
"유성어린이집",대전광역시,유성구,국공립,40,10,대전광역시 유성구 도안대로589번길 27 (봉명동),042-822-2185,,,,,N,,2019-04-04
"유원어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 유성대로783번길 38 107동 104호(장대동, 월드컵패밀리아파트)",042-341-1004,,,,,N,,2019-04-04
"은빛어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 상대로 16 트리풀시티 510동 102호 (상대동, 도안신도시5블록트리풀시티아파트)",042-346-0011,,,,,N,,2019-04-04
"은평어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 송강로42번길 61 310동 101호(송강동, 청솔아파트)",042-933-7444,,,,,N,,2019-04-04
"이삭어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 노은동로 219 304동 104호(지족동, 열매마을3단지아파트)",042-822-3612,,,,,N,,2019-04-04
"이야기가있는어린이집",대전광역시,유성구,가정,20,5,대전광역시 유성구 구즉로48번길 15 (송강동),042-935-7727,,,,,Y,,2019-04-04
"인스빌리베라어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 48 801동 102호(원신흥동, 인스빌리베라아파트)",042-824-0102,,,,,N,,2019-04-04
"인스빌어린이집",대전광역시,유성구,민간,44,10,"대전광역시 유성구 봉명로 48 (원신흥동, 인스빌리베라아파트 관리동)",042-822-7496,,,,,N,,2019-04-04
"임마누엘어린이집",대전광역시,유성구,가정,19,2,"대전광역시 유성구 진잠로149번길 24 101동 103호(교촌동, 제이파크아파트)",042-543-9332,,,,,N,,2019-04-04
"자연어린이집",대전광역시,유성구,가정,19,5,"대전광역시 유성구 엑스포로 501 102동 104호(전민동, 나래아파트)",042-867-2311,,,,,N,,2019-04-04
"자운대어린이집",대전광역시,유성구,직장,163,35,대전광역시 유성구 자운로221번길 120-34 (신봉동),042-864-3440,,,,,N,,2019-04-04
"자운어린이집",대전광역시,유성구,가정,20,6,대전광역시 유성구 유성대로1163번길 27-6 (자운동),042-861-8001,,,,,Y,,2019-04-04
"작은별어린이집",대전광역시,유성구,민간,35,5,"대전광역시 유성구 진잠로42번길 30 (원내동, 한아름아파트 관리동)",042-542-9911,,,,,Y,,2019-04-04
"작은숲키큰나무어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 동서대로 725 1203동 101호(원신흥동, 어울림하트아파트)",042-320-6623,,,,,N,,2019-04-04
"작은천국어린이집",대전광역시,유성구,가정,15,6,"대전광역시 유성구 노은서로210번길 32 412동 101호(지족동, 열매마을4단지아파트)",042-822-5279,,,,,N,,2019-04-04
"장대어린이집",대전광역시,유성구,사회복지법인,49,14,대전광역시 유성구 유성대로736번길 44 (장대동),042-822-2303,,,,,N,,2019-04-04
"장대푸르지오어린이집",대전광역시,유성구,민간,30,8,"대전광역시 유성구 장대로71번길 34 (장대동, 장대푸르지오아파트내)",042-823-7959,,,,,N,,2019-04-04
"재능어린이집",대전광역시,유성구,가정,19,8,"대전광역시 유성구 구즉로 25 312동 104호(송강동, 송강그린아파트)",042-934-3696,,,,,N,,2019-04-04
"재밌는어린이집",대전광역시,유성구,민간,93,18,대전광역시 유성구 원내로39번길 59 (원내동),042-543-1006,,,,,Y,,2019-04-04
"잼잼어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 93 605동 101호(봉명동, 도안휴먼시아6단지아파트)",042-533-5090,,,,,Y,,2019-04-04
"정원어린이집",대전광역시,유성구,사회복지법인,131,13,대전광역시 유성구 박산로 91 (구암동),042-823-4638,,,,,Y,,2019-04-04
"조이아트어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 지족로 92 105동 101호(지족동, 영무예다음에코타운)",042-331-3375,,,,,N,,2019-04-04
"조이어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 노은동로 219 305동 102호(지족동, 열매마을3단지아파트)",042-826-5255,,,,,N,,2019-04-04
"좋은생각어린이집",대전광역시,유성구,민간,29,8,"대전광역시 유성구 반석동로 33 (반석동, 반석마을5단지아파트 관리동)",042-825-6639,,,,,Y,,2019-04-04
"좋은씨앗어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 대정로28번안길 80 203동 103호(대정동, 드리움2단지아파트)",042-321-7953,,,,,N,,2019-04-04
"좋은친구어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 구즉로 25 310동 106호(송강동, 송강그린아파트)",042-934-7941,,,,,Y,,2019-04-04
"주사랑어린이집",대전광역시,유성구,가정,19,2,"대전광역시 유성구 엑스포로 448 206동 103호(전민동, 엑스포아파트)",042-863-3367,,,,,Y,,2019-04-04
"죽동앤스나무어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 죽동로 39 207동 104호 (죽동, 칸타빌)",042-825-5003,,,,,N,,2019-04-04
"죽동예미지어린이집",대전광역시,유성구,국공립,69,16,"대전광역시 유성구 죽동로 321 보육동 (죽동, 금성백조예미지)",042-822-2532,,,,,N,,2019-04-04
"죽동칸타빌어린이집",대전광역시,유성구,민간,94,18,"대전광역시 유성구 죽동로 39 (죽동, 대원칸타빌관리동)",042-824-4646,,,,,N,,2019-04-04
"죽동캐슬어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 죽동로 321 108동 102호(죽동, 금성백조예미지)",042-369-0182,,,,,N,,2019-04-04
"죽동푸르지오어린이집",대전광역시,유성구,국공립,82,18,"대전광역시 유성구 죽동로 251 (죽동, 푸르지오아파트 관리동)",042-826-8110,,,,,N,,2019-04-04
"중앙하이츠어린이집",대전광역시,유성구,민간,27,5,"대전광역시 유성구 배울2로 24 (관평동, 테크노밸리3단지아파트내)",042-364-0033,,,,,N,,2019-04-04
"즐거운네오미아어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 덕명로 26 106동 102호(덕명동, 네오미아아파트)",042-822-7402,,,,,Y,,2019-04-04
"즐거운드리움어린이집",대전광역시,유성구,가정,18,5,"대전광역시 유성구 대정로28번안길 80 209동 103호(대정동, 드리움2단지아파트)",042-544-5720,,,,,N,,2019-04-04
"즐거운청솔어린이집",대전광역시,유성구,가정,19,4,"대전광역시 유성구 송강로42번길 61 511동 101호(송강동, 청솔아파트)",042-933-8713,,,,,Y,,2019-04-04
"지니키즈어린이집",대전광역시,유성구,가정,18,6,대전광역시 유성구 송림로48번길 6-10 (하기동),042-825-3436,,,,,Y,,2019-04-04
"지족앨리스어린이집",대전광역시,유성구,민간,28,7,"대전광역시 유성구 은구비남로 55 (지족동, 열매마을7단지아파트내)",042-477-1516,,,,,Y,,2019-04-04
"지족어린이집",대전광역시,유성구,민간,39,8,"대전광역시 유성구 노은동로 187 (지족동, 열매마을6단지아파트내)",042-477-3235,,,,,N,,2019-04-04
"진잠경험놀이어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 진잠로149번길 30 208동 103호 (교촌동, 한승미메이드아파트)",042-541-3022,,,,,N,,2019-04-04
"진잠어린이집",대전광역시,유성구,법인·단체,37,9,대전광역시 유성구 진잠로140번길 21 (원내동),042-545-1003,,,,,Y,,2019-04-04
"채움어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 은구비남로 55 707동 104호(지족동, 열매마을7단지아파트)",042-823-4239,,,,,N,,2019-04-04
"천사랑어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 송강로42번길 61 512동 101호(송강동, 청솔아파트)",042-361-7779,,,,,Y,,2019-04-04
"천사마을어린이집",대전광역시,유성구,가정,18,2,"대전광역시 유성구 송강로42번길 61 101동 103호(송강동, 청솔아파트)",042-361-3998,,,,,N,,2019-04-04
"천사어린이집",대전광역시,유성구,사회복지법인,135,17,"대전광역시 유성구 진잠로42번길 88 (원내동, 진잠타운아파트)",042-545-3355,,,,,Y,,2019-04-04
"초록별어린이집",대전광역시,유성구,민간,25,3,"대전광역시 유성구 반석동로 82 (반석동, 반석마을8단지아파트 관리동)",042-826-4306,,,,,N,,2019-04-04
"초록빛어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 엑스포로 501 104동 106호(전민동, 나래아파트)",042-863-8811,,,,,N,,2019-04-04
"초롱이어린이집",대전광역시,유성구,민간,49,4,대전광역시 유성구 월드컵대로253번안길 55 (구암동),042-823-6935,,,,,Y,,2019-04-04
"초원어린이집",대전광역시,유성구,민간,55,9,"대전광역시 유성구 상대로 40 (상대동, 도안휴먼시아4단지 관리동)",042-822-8028,,,,,Y,,2019-04-04
"충남대학교어린이집",대전광역시,유성구,직장,99,18,대전광역시 유성구 대학로 99 (궁동),042-821-7351,,,,,N,,2019-04-04
"친구랑어린이집",대전광역시,유성구,협동,34,8,대전광역시 유성구 하기로66번길 94 (하기동),042-867-5565,,,,,N,,2019-04-04
"케미꿈나무어린이집",대전광역시,유성구,직장,65,17,대전광역시 유성구 가정로 141 한국화학연구원 (장동),042-862-8250,,,,,N,,2019-04-04
"코끼리망또어린이집",대전광역시,유성구,가정,19,4,"대전광역시 유성구 와룡로136번길 15 101동 104호(봉산동, 하늘바람휴먼시아)",042-320-5253,,,,,Y,,2019-04-04
"코코킨더어린이집",대전광역시,유성구,가정,18,5,"대전광역시 유성구 어은로 57 127동 101호(어은동, 한빛아파트)",042-867-0979,,,,,N,,2019-04-04
"크레용어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 구즉로 16 112동 105호(송강동, 한마을아파트)",042-369-0105,,,,,N,,2019-04-04
"크로버키즈어린이집",대전광역시,유성구,민간,98,18,대전광역시 유성구 교촌로6번길 24 (교촌동),042-542-0036,,,,,Y,,2019-04-04
"큰나무어린이집",대전광역시,유성구,민간,32,8,"대전광역시 유성구 봉산로 39 (송강동, 송강마을2단지 관리동)",042-933-6181,,,,,Y,,2019-04-04
"키즈리더스어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 관평1로 12 710동 102호(관평동, 테크노밸리7단지아파트)",042-671-2030,,,,,N,,2019-04-04
"키즈아이어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 지족로 317 110동 102호(지족동, 반석마을1단지)",042-826-2266,,,,,Y,,2019-04-04
"키즈원어린이집",대전광역시,유성구,민간,36,6,"대전광역시 유성구 봉명로 93 (봉명동, 도안휴먼시아6단지아파트 관리동)",042-825-6669,,,,,N,,2019-04-04
"킨더그린어린이집",대전광역시,유성구,민간,138,19,대전광역시 유성구 유성대로626번길 40 (구암동),042-824-6788,,,,,Y,,2019-04-04
"킨더라움어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 배울2로 61 1001동 102호(관평동, 테크노밸리10단지아파트)",042-935-6935,,,,,N,,2019-04-04
"킨더하바어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 왕가봉로 23 1105동 103호(노은동, 열매마을11단지아파트)",042-477-4577,,,,,N,,2019-04-04
"킨스뜰에어린이집",대전광역시,유성구,직장,70,19,대전광역시 유성구 과학로 62 (구성동),042-868-0991,,,,,N,,2019-04-04
"킹스키즈어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 봉명로 93 609동 104호(봉명동, 도안6단지 센트럴시티아파트)",042-867-7458,,,,,Y,,2019-04-04
"토마토어린이집",대전광역시,유성구,가정,20,7,대전광역시 유성구 봉산로36번길 12 (봉산동),042-935-2376,,,,,Y,,2019-04-04
"토토빌어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 봉명로 93 608동 102호(봉명동, 도안휴먼시아6단지아파트)",042-822-7977,,,,,Y,,2019-04-04
"트리풀시티어린이집",대전광역시,유성구,민간,55,10,"대전광역시 유성구 상대남로 26 (상대동, 도안신도시9블록 트리풀시티아파트내)",042-822-0341,,,,,N,,2019-04-04
"트리풀아이처럼어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 상대로 16 트리풀시티아파트 511동 103호 (상대동, 도안신도시5블록트리풀시티아파트)",042-826-5079,,,,,N,,2019-04-04
"트리풀어린이집",대전광역시,유성구,가정,20,4,"대전광역시 유성구 상대남로 26 915동 104호(상대동, 도안신도시9블록 트리풀시티아파트)",042-824-4179,,,,,N,,2019-04-04
"트리풀포레어린이집",대전광역시,유성구,국공립,62,12,"대전광역시 유성구 지족로190번길 36 관리동(지족동,트리풀시티포레아파트)",042-825-2299,,,,,N,,2019-04-04
"파란꿈어린이집",대전광역시,유성구,가정,10,2,"대전광역시 유성구 진잠로42번길 88 101동 104호(원내동, 진잠타운아파트)",042-541-1008,,,,,N,,2019-04-04
"파란하늘어린이집",대전광역시,유성구,가정,15,5,"대전광역시 유성구 노은서로210번길 32 406동 103호(지족동, 열매마을4단지아파트)",042-825-4095,,,,,Y,,2019-04-04
"파랑새어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 문지로 300 110동 103호(문지동, 효성해링턴플레이스)",042-933-1145,,,,,N,,2019-04-04
"평화어린이집",대전광역시,유성구,가정,19,7,"대전광역시 유성구 반석서로 98 603동 105호(반석동, 반석마을6단지아파트)",042-365-6634,,,,,Y,,2019-04-04
