"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"다온빅스맘어린이집",대전광역시,동구,가정,20,5,"대전광역시 동구 대전로542번길 121 302동 102호(천동, 위드힐)",042-286-7947,,,,,,,2019-03-08
"단비어린이집",대전광역시,동구,가정,20,6,대전광역시 동구 대전로448번길 85-22 (가오동),042-273-4020,,,,,,,2019-03-08
"도담도담어린이집",대전광역시,동구,가정,20,5,"대전광역시 동구 동구청로 67 102동 102호(가오동, 은어송마을1단지아파트)",042-321-4930,,,,,,,2019-03-08
"미소어린이집",대전광역시,동구,가정,20,4,"대전광역시 동구 신기로 100 601동 101호(가오동, 은어송마을6단지아파트)",042-286-2804,,,,,,,2019-03-08
"보물섬어린이집",대전광역시,동구,가정,20,9,"대전광역시 동구 대전로542번길 121 315동 102호 (천동,위드힐아파트)",042-283-5500,,,,,,,2019-03-08
"아이맘 어린이집",대전광역시,동구,가정,20,6,"대전광역시 동구 대전로542번길 78-1 201동 104호(천동, 휴먼시아2단지아파트)",042-272-1234,,,,,,,2019-03-08
"우주어린이집",대전광역시,동구,가정,20,3,"대전광역시 동구 대전로 646 106동 102호(효동, 현대아파트)",042-285-3366,,,,,,,2019-03-08
"키즈슐레어린이집",대전광역시,동구,가정,20,6,"대전광역시 동구 신기로 100 602동 103호(가오동, 은어송마을6단지아파트)",042-322-5144,,,,,,,2019-03-08
"튼튼어린이집",대전광역시,동구,가정,18,5,"대전광역시 동구 동구청로 67 102동 101호(가오동, 은어송마을1단지아파트)",042-285-0510,,,,,,,2019-03-08
"피노키오어린이집",대전광역시,동구,가정,20,6,"대전광역시 동구 대전로542번길 78-1 201동 101호(천동, 휴먼시아2단지아파트)",042-286-0286,,,,,,,2019-03-08
"하늘정원어린이집",대전광역시,동구,가정,20,2,"대전광역시 동구 대전로542번길 78-1 201동 103호(천동, 휴먼시아2단지아파트)",042-271-1816,,,,,,,2019-03-08
"해솔어린이집",대전광역시,동구,가정,20,5,"대전광역시 동구 대전로542번길 121 315동104호(천동,위드힐아파트)",042-300-0115,,,,,,,2019-03-08
"햇살가득어린이집",대전광역시,동구,가정,20,4,"대전광역시 동구 은어송로 100 508동 102호(가오동, 은어송마을5단지아파트)",042-286-0020,,,,,,,2019-03-08
"한솔어린이집",대전광역시,동구,직장,39,8,대전광역시 동구 동구청로 147 (가오동),042-285-2834,,,,,,,2019-03-08
